iteration,mean_perf,stderr_perf
0,7.841796875,0.232491163224858
1,12.724609375,0.855760777068194
2,16.9189453125,0.8534995474466232
3,22.96875,1.1711106810145722
4,27.03125,1.755055467116091
5,32.6416015625,1.492864414173333
6,35.64453125,2.0765320704781787
7,38.1591796875,2.0211049582287703
8,42.2705078125,2.249853553244602
9,45.6298828125,2.7960823209726238
10,46.07421875,2.2079360892526245
11,46.8017578125,1.635871742900103
12,50.6494140625,1.5674943577260787
13,53.2666015625,1.9668766373008408
14,54.4189453125,1.8865364641299163
15,57.79296875,1.8060276033909528
16,60.9033203125,1.1575012310287927
17,63.876953125,1.4971269006686536
18,63.7255859375,1.4940741364223327
19,64.35546875,1.495731921995425
20,65.0146484375,1.3614449167405307
21,67.0654296875,1.2917938579981274
22,69.8583984375,0.7419108271087103
23,69.78515625,1.2834729601713868
24,71.044921875,1.1280835126138518
25,72.5048828125,0.8115675702918148
26,70.537109375,1.2523501872950067
27,73.0322265625,0.8857531936486963
28,72.7978515625,0.829900984469005
29,73.0615234375,1.27805900703894
30,75.5712890625,0.9047210189357937
31,77.4755859375,0.8506641685305659
32,75.576171875,0.93308149300645
33,77.0166015625,0.7332912230683301
34,78.2763671875,0.8303477528801784
35,77.16796875,0.8718308474452339
36,76.6259765625,0.8701534775057896
37,78.0517578125,0.5551657368707443
38,78.916015625,0.7258019699754373
39,79.16015625,1.3616890923572795
40,79.736328125,1.2870222701199547
41,82.24609375,0.562840488191432
42,82.51953125,0.6051974218438698
43,80.830078125,1.13216688678735
44,81.7724609375,0.8055917212892499
45,82.158203125,0.6739617797197431
46,83.8232421875,0.5605696534340605
47,82.9931640625,0.5665862867904239
48,83.6767578125,0.6976348915452214
49,84.208984375,0.5832730216682318
50,84.0576171875,0.6814687488505936
51,82.841796875,0.7591408255541283
52,83.7646484375,0.5632662793041102
53,84.677734375,0.76371932796942
54,85.52734375,0.6974507005193613
55,85.7666015625,0.536825702393901
56,84.677734375,0.7955239005631368
57,86.4794921875,0.5850076715123937
58,85.5859375,0.35381583995104066
59,84.7705078125,1.160869774284096
60,85.537109375,0.9630631641955016
61,85.908203125,0.4837134434142044
62,85.2978515625,0.499409326703201
63,86.494140625,0.43741086021460474
64,86.8115234375,0.44665503434554216
65,86.23046875,0.5509386010705027
66,86.8359375,0.6572055218121579
67,87.1533203125,0.35115913516047315
68,87.0263671875,0.4426993574840692
69,87.03125,0.49427741916933093
70,86.5283203125,0.5761098020059068
71,86.494140625,0.7188853260851461
72,88.0908203125,0.3774813748355149
73,87.34375,0.3530663245561522
74,86.77734375,0.6877200612529342
75,87.6416015625,0.2899192051496316
76,88.3154296875,0.3974854641115304
77,88.3056640625,0.25374448138637146
78,88.4521484375,0.23956763174601195
79,88.5791015625,0.22663474849291448
80,88.2666015625,0.3227461497980613
81,88.876953125,0.24444425563612301
82,88.2421875,0.356203691175716
83,88.1494140625,0.40982348956075876
84,88.37890625,0.5496870132915459
85,88.6865234375,0.2697161594612629
86,88.5595703125,0.30778937255588307
87,87.9541015625,0.6208429903307674
88,89.0673828125,0.29570929564097753
89,89.1357421875,0.27198526964629566
90,89.2578125,0.23942936912022517
91,88.4228515625,0.21573584712779734
92,88.251953125,0.49185971710405274
93,89.130859375,0.29162742714095097
94,89.16015625,0.27964494264211626
95,89.2578125,0.29042588571869093
96,88.8916015625,0.2765251100868017
97,88.96484375,0.4766407608782064
98,89.326171875,0.5520530068567304
99,89.5751953125,0.23834816804258352
100,88.9453125,0.39029934341984013
101,89.560546875,0.44566643463866745
102,89.5263671875,0.27032442452473454
103,88.642578125,0.5255523520961891
104,88.7744140625,1.0760285516107668
105,89.365234375,0.30508787796510367
106,89.5068359375,0.3023534860283723
107,89.208984375,0.46601806253437206
108,90.01953125,0.13166502875102007
109,88.9306640625,0.5325052229854479
110,89.482421875,0.256955349894087
111,90.0244140625,0.22658798834417462
112,89.814453125,0.2792847340989798
113,90.1171875,0.1663344569145992
114,90.2490234375,0.26315394894948946
115,89.677734375,0.28732630693499167
116,89.6875,0.41660308352752756
117,89.970703125,0.3094331937061496
118,89.765625,0.5440776670775047
119,89.70703125,0.5963253808327328
120,90.09765625,0.25012204052472065
121,90.09765625,0.35493714541770016
122,89.78515625,0.5861092774823007
123,89.5947265625,0.31022408675344243
124,90.15625,0.18857745257760727
125,89.6630859375,0.4589757174493772
126,90.2001953125,0.24338533342304106
127,89.580078125,0.5273638434957872
128,90.390625,0.36747827582474174
129,90.76171875,0.2622211246503428
130,90.8154296875,0.33088436139950894
131,90.4736328125,0.2762567414026491
132,89.580078125,0.4579443003005217
133,89.658203125,0.47651847260765046
134,90.830078125,0.36327308271882486
135,90.64453125,0.24835767656526656
136,90.68359375,0.15539997737343764
137,90.634765625,0.25598441733512367
138,90.5810546875,0.28494231445219825
139,90.5029296875,0.31612833007088265
140,91.162109375,0.2323543902961318
141,90.5126953125,0.35075153016306226
142,90.869140625,0.2575526099590167
143,90.9130859375,0.3414440453212513
144,90.8349609375,0.30415301706004755
145,90.8642578125,0.3981779828257907
146,90.9423828125,0.25217361725016635
147,91.083984375,0.1690202472102496
148,91.0595703125,0.16621496661619972
149,90.8056640625,0.2901566791776615
150,90.5078125,0.33301910848591476
151,91.1962890625,0.2494061091625417
152,90.7861328125,0.6080381504660265
153,90.3369140625,0.34514803721846277
154,91.1083984375,0.20937974712500404
155,91.0888671875,0.2538488600338903
156,91.25,0.20378228158710335
157,90.9033203125,0.26734853827789123
158,91.416015625,0.2660323864844977
159,90.869140625,0.2998504548512851
160,91.044921875,0.35504161990718697
161,90.7958984375,0.40854161458499
162,91.2646484375,0.2987396397339354
163,91.5673828125,0.24630658131697222
164,91.50390625,0.18021628301648968
165,91.1181640625,0.17201088822078647
166,91.5087890625,0.1210241630535241
167,91.4501953125,0.2195094413377834
168,91.09375,0.2890727639881943
169,91.34765625,0.20313125991956632
170,91.8603515625,0.1697786977608761
171,91.3232421875,0.3867435468779066
172,91.9091796875,0.2353056339175772
173,91.6748046875,0.1981737575176745
174,91.26953125,0.3758884783632409
175,92.2021484375,0.09874877156326504
176,91.4111328125,0.3283124116018406
177,91.5673828125,0.20639792124632095
178,91.5234375,0.17073559950447076
179,91.6357421875,0.40455377661310893
180,91.1328125,0.16807722191960398
181,91.6064453125,0.18189159269555816
182,91.630859375,0.22870010508138405
183,91.8798828125,0.22529828115350248
184,91.6064453125,0.3743100353406182
185,91.669921875,0.1728941630844987
186,92.060546875,0.26497475813761356
187,91.54296875,0.13997395833333331
188,91.9970703125,0.11992472018091566
189,92.03125,0.20234726911354237
190,91.9287109375,0.17485196346278287
191,91.826171875,0.20042674842268415
192,91.875,0.2306608559642822
193,91.6455078125,0.31848266960036414
194,91.943359375,0.30545234863790366
195,92.216796875,0.1738110556538085
196,91.4990234375,0.3019150890253318
197,91.8408203125,0.23647357818709852
198,91.93359375,0.2651346704986619
199,91.708984375,0.21491771927401124
200,91.69921875,0.47963260718989303
201,92.109375,0.1454316920813065
202,91.7626953125,0.15881447217940173
203,91.7578125,0.2984157978220271
204,92.36328125,0.18899841623691127
205,92.1728515625,0.21678929893231508
206,92.2216796875,0.14739481248266184
207,92.3388671875,0.14456387171736104
208,92.6416015625,0.16293122547657127
209,92.59765625,0.19343169943679137
210,92.34375,0.2270259866427434
211,92.1337890625,0.25219462646600305
212,92.021484375,0.14267322266153076
213,91.9873046875,0.3057514102432279
214,92.34375,0.19690647310985174
215,92.6025390625,0.2557203903815882
216,91.9921875,0.3256835530802281
217,92.34375,0.4148826553738234
218,92.24609375,0.08066088342033767
219,92.3828125,0.24305313351347785
220,92.4609375,0.2426386087706279
221,92.2705078125,0.16096832408176814
222,92.763671875,0.19103386394689073
223,92.3876953125,0.24255671096940518
224,92.705078125,0.17472313672291198
225,92.71484375,0.23471383926901504
226,92.5341796875,0.1783619514866287
227,92.734375,0.16738229338779217
228,92.4853515625,0.1952378872240046
229,92.685546875,0.18936249443032535
230,92.4462890625,0.22494525949955385
231,92.705078125,0.24416232542446845
232,91.962890625,0.17980422499533172
233,92.5927734375,0.23508036400435242
234,92.8173828125,0.19126253506672375
235,92.734375,0.1466289795515001
236,92.4951171875,0.22245842248724665
237,92.98828125,0.15167314788049144
238,92.6708984375,0.2440809388846941
239,92.7099609375,0.15848051224263485
240,92.763671875,0.23561502837496837
241,92.724609375,0.2165386506453462
242,92.9833984375,0.2661568297859758
243,92.7783203125,0.11970361984503186
244,93.06640625,0.12898185388124314
245,92.7587890625,0.11894880462625952
246,92.9833984375,0.17102240047758366
247,92.71484375,0.20273964347682316
248,92.79296875,0.1540989632622998
249,93.173828125,0.23595208690651198
250,92.7587890625,0.24163755921208244
251,92.646484375,0.2302010053155878
252,92.861328125,0.24018055658459267
253,92.7001953125,0.27295751678464225
254,92.978515625,0.2904076423136841
255,93.3544921875,0.20912655186082088
256,93.3544921875,0.11380433663029517
257,92.7734375,0.16914558667664817
258,92.8759765625,0.27654426931290976
259,93.125,0.21491771927401124
260,92.607421875,0.2767118559551225
261,93.447265625,0.11822278513889893
262,93.3203125,0.23471383926901504
263,93.232421875,0.184458614147229
264,93.4716796875,0.15164694689312863
265,93.2568359375,0.16669241388445197
266,93.5009765625,0.20477433890338442
267,92.91015625,0.2270259866427434
268,93.1201171875,0.3209683287020468
269,92.919921875,0.17286351624155927
270,93.310546875,0.12395464039492038
271,93.37890625,0.16246718376911168
272,93.291015625,0.24143465678110232
273,93.0029296875,0.15355649603043345
274,93.1494140625,0.1942312191688999
275,92.841796875,0.22128234894996535
276,93.5888671875,0.0780741208021579
277,93.369140625,0.10054326309557617
278,93.26171875,0.273127304210977
279,93.017578125,0.20354815365707657
280,93.14453125,0.14831752278508487
281,93.5205078125,0.20224905658088513
282,93.1298828125,0.1332350845752462
283,93.18359375,0.14248742596509953
284,93.75,0.18826814766824548
285,93.447265625,0.19784598175810866
286,93.515625,0.11527298964600113
287,93.3984375,0.18852125306732107
288,93.291015625,0.20148135580004925
289,93.1591796875,0.15206562095861184
290,93.935546875,0.2317607748870776
291,93.5791015625,0.11422256549168457
292,92.7685546875,0.16732689106205698
293,93.4423828125,0.23710008826827772
294,93.7060546875,0.1712391197541287
295,93.3447265625,0.22635404270506365
296,93.2861328125,0.2164468775322412
297,93.3447265625,0.22222012942706224
298,93.4814453125,0.1854683336144172
299,93.6328125,0.13601941676937618
300,93.5888671875,0.20970844394765048
301,93.69140625,0.25463553784641213
302,93.6279296875,0.21632445281796048
303,93.3447265625,0.2535146970883763
304,93.486328125,0.2329464930054016
305,93.6376953125,0.19720894615131315
306,93.73046875,0.16995804013289859
307,93.7158203125,0.1344227629554425
308,93.88671875,0.1761726448923803
309,93.7451171875,0.18748558836758722
310,93.5546875,0.35082327277829395
311,93.662109375,0.22946332745543108
312,93.4765625,0.19574604659339723
313,93.59375,0.1547165968530748
314,93.88671875,0.2020852629579265
315,93.8818359375,0.2027723070681155
316,93.76953125,0.15167314788049144
317,93.779296875,0.27975859635241396
318,93.80859375,0.21106204527926206
319,94.013671875,0.20680182518578893
320,93.8037109375,0.1114522676807942
321,93.9697265625,0.160176428374001
322,93.623046875,0.11808826267719436
323,93.8720703125,0.17089843749999997
324,93.7841796875,0.12310757224837683
325,93.76953125,0.23100514321888244
326,93.9990234375,0.22452090082671672
327,93.8623046875,0.2536191703051609
328,93.896484375,0.25734681479234855
329,94.04296875,0.16614323118717245
330,93.8720703125,0.1899840092761841
331,93.90625,0.1973096674569237
332,93.8623046875,0.14739481248266184
333,94.052734375,0.17420687708671423
334,93.662109375,0.15264810010017388
335,93.9013671875,0.163806857396811
336,93.9453125,0.22564488054197096
337,94.3701171875,0.2461990050621392
338,93.9794921875,0.20224905658088513
339,93.955078125,0.1795978414600745
340,94.1455078125,0.21089253515412726
341,93.8330078125,0.13945253231374985
342,94.1650390625,0.17412322066786123
343,94.2041015625,0.17086743270339141
344,94.3115234375,0.12293530339050582
345,93.916015625,0.18560397513214105
346,94.2822265625,0.217813333260128
347,94.091796875,0.1578020786919378
348,93.916015625,0.20055887761392396
349,94.3408203125,0.12036570243804896
350,94.31640625,0.1728941630844987
351,94.3017578125,0.22447370034249792
352,93.9111328125,0.22269646056560563
353,94.052734375,0.21106204527926206
354,94.2236328125,0.19734322980173036
355,94.27734375,0.16434772866359815
356,94.3310546875,0.12146115369014085
357,94.4677734375,0.19189860366844255
358,94.560546875,0.14211510386030646
359,94.3310546875,0.14474700312055044
360,94.453125,0.24952822782209372
361,94.3505859375,0.160473847209731
362,94.3408203125,0.14836216849898398
363,94.5556640625,0.15045437693211747
364,94.1357421875,0.15669864247062762
365,94.3310546875,0.15669864247062762
366,94.08203125,0.2171250800215142
367,94.21875,0.17876992471023412
368,94.2919921875,0.19319188391515812
369,94.384765625,0.19773883526676353
370,94.2431640625,0.16364505682651145
371,94.5947265625,0.1913456204464318
372,94.2138671875,0.1688712857648399
373,94.306640625,0.20909488089520475
374,94.3408203125,0.2208329590608316
375,94.3212890625,0.18827518296832335
376,94.521484375,0.17496555534344643
377,94.189453125,0.20145505790059634
378,94.3212890625,0.19051313609624893
379,94.2529296875,0.2694213446539312
380,94.8583984375,0.1569689001123624
381,94.365234375,0.18913852924913996
382,94.4384765625,0.17851041326652486
383,94.21875,0.2603352737387006
384,94.53125,0.14934986649680287
385,94.6826171875,0.1849247726215558
386,94.775390625,0.14189124165171463
387,94.39453125,0.15776850020901867
388,94.78515625,0.08698170062426683
389,94.345703125,0.24703149570187724
390,94.1455078125,0.13509114583333331
391,94.9169921875,0.15787760416666666
392,94.833984375,0.13218711265785776
393,94.5361328125,0.10150040252388584
394,94.6533203125,0.15733974639839812
395,94.6875,0.10391204231453365
396,94.5556640625,0.17136283628413262
397,94.658203125,0.10091145833333331
398,94.7021484375,0.11765000239909634
399,94.4775390625,0.1257475645294186
400,94.4775390625,0.2054201533580705
401,94.7265625,0.1224494978763283
402,94.3798828125,0.23399604962121798
403,94.462890625,0.10452209868491096
404,94.4384765625,0.15804530933840996
405,94.74609375,0.22318957964091077
406,94.6533203125,0.15237887159697971
407,94.697265625,0.18588921269881814
408,94.7998046875,0.1905409441734801
409,95.0,0.14155478453879491
410,94.84375,0.17862167862394465
411,94.66796875,0.21467105590882224
412,94.39453125,0.12197261715621871
413,94.84375,0.12313984582928214
414,94.8486328125,0.13005565593081367
415,94.43359375,0.1763529957106971
416,94.833984375,0.16370170521718955
417,94.7314453125,0.16250794220124468
418,94.873046875,0.17316974060247897
419,94.5556640625,0.2165692330409009
420,94.78515625,0.1897817167597449
421,94.814453125,0.17900686308421251
422,94.3359375,0.24619362501548223
423,94.8486328125,0.11020935558092576
424,94.6533203125,0.1658639651431165
425,94.8193359375,0.15276086116344154
426,94.9267578125,0.14009692091800338
427,94.697265625,0.12009027829229633
428,95.009765625,0.17632295005144324
429,94.638671875,0.30141893306432394
430,95.029296875,0.20273964347682316
431,94.4873046875,0.16541615880828972
432,94.8779296875,0.20785594922572329
433,95.0048828125,0.12692182106042904
434,94.9072265625,0.12524094142715259
435,94.8779296875,0.1556809979198987
436,94.8828125,0.16305312221833584
437,95.0146484375,0.2123945485678457
438,94.8583984375,0.15831326809279417
439,94.912109375,0.15910611210742104
440,94.775390625,0.1594719884624465
441,94.9072265625,0.14721497491876304
442,94.8095703125,0.18400567199884144
443,94.66796875,0.22573878186960689
444,94.9951171875,0.09745258710887177
445,94.970703125,0.23987152899662162
446,95.1025390625,0.1415267103406795
447,94.9755859375,0.17430569199974255
448,94.94140625,0.18588921269881814
449,95.2685546875,0.1923673895749637
450,94.970703125,0.08825157364404922
451,94.7900390625,0.0867529815835705
452,95.2197265625,0.16921604932776813
453,95.146484375,0.10012081054186
454,95.3515625,0.15107814304521214
455,94.9169921875,0.12254681304740277
456,94.98046875,0.16450883813142286
457,95.068359375,0.22856106356174422
458,94.8486328125,0.13834635416666666
459,94.853515625,0.12819901476246887
460,95.078125,0.18324828053434336
461,95.0341796875,0.17963471305328158
462,95.0927734375,0.15462239583333331
463,95.0732421875,0.1952378872240046
464,94.6728515625,0.27394565412724076
465,94.921875,0.2249393711114136
466,95.1806640625,0.16710509807734672
467,94.9658203125,0.14728693629415623
468,95.1318359375,0.12796115892578747
469,95.25390625,0.18936249443032535
470,95.3125,0.1854326219873192
471,95.2783203125,0.13520875277304772
472,95.3857421875,0.09469523572779204
473,95.3125,0.16373406692655326
474,94.912109375,0.19784598175810866
475,95.1806640625,0.13203672338774133
476,95.2294921875,0.13422554635429154
477,95.2978515625,0.1858678350651785
478,95.4248046875,0.14190057629477276
479,95.4150390625,0.16764322916666666
480,95.0830078125,0.22623697916666669
481,95.01953125,0.11229289264752826
482,95.1513671875,0.2866663322151066
483,95.322265625,0.17900686308421251
484,95.302734375,0.17826538502725348
485,95.0048828125,0.11670046725418849
486,95.13671875,0.1648948586186711
487,94.921875,0.20741578544367176
488,94.8291015625,0.28577781531038854
489,95.068359375,0.17695283756415212
490,95.146484375,0.08209323055285477
491,95.4150390625,0.15971267597953467
